_id,name,email,role,password,createdAt,updatedAt,__v,isAdmin,chartData
5e3606ef3a392d156086891c,Lora,fet@pevteh.an,author,password,Wed Feb 15 1911 00:00:00 GMT+0202 (Eastern European Standard Time),Tue Oct 18 1927 00:00:00 GMT+0200 (Eastern European Summer Time),0,false,"{""sales"":5.4517045637525685,""expenses"":49.714455383776546,""profit"":78.63693996399999}"
5e3606ef3a392d156086891d,Sean,gupiof@tocjaavu.ax,author,password,Fri May 28 2049 00:00:00 GMT+0300 (Eastern European Summer Time),Mon Apr 21 2064 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":3.012201036534301,""expenses"":86.77205282839682,""profit"":35.037892786054805}"
5e3606ef3a392d156086891e,Fred,fukut@gacijimuf.ps,author,password,Fri Aug 05 1904 00:00:00 GMT+0202 (Eastern European Summer Time),Fri Apr 23 1976 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":70.00841296440991,""expenses"":57.53342259068568,""profit"":33.71896096237788}"
5e3606ef3a392d156086891f,Carolyn,zeb@recmu.bo,author,password,Tue Sep 29 1981 00:00:00 GMT+0400 (Eastern European Summer Time),Thu Aug 04 2039 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":81.19798370609526,""expenses"":80.0015245548825,""profit"":34.8726899401834}"
5e3606ef3a392d1560868920,Daisy,vis@uruhein.ca,author,password,Wed Jun 28 1950 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Apr 29 1922 00:00:00 GMT+0202 (Eastern European Summer Time),0,false,"{""sales"":42.44806614875118,""expenses"":74.97151295948419,""profit"":30.892480080695208}"
5e3606ef3a392d1560868921,Max,daranu@ipajuv.cn,author,password,Thu Jun 21 1984 00:00:00 GMT+0400 (Eastern European Summer Time),Sat Jun 21 2042 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":76.06312269210545,""expenses"":12.030789897494042,""profit"":52.26214046326185}"
5e3606ef3a392d1560868922,Pearl,su@sanej.iq,author,password,Wed Jul 16 1997 00:00:00 GMT+0300 (Eastern European Summer Time),Mon Jul 10 2062 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":59.009084836914425,""expenses"":28.121956889876,""profit"":51.244946615868315}"
5e3606ef3a392d1560868923,Carrie,ih@nabvugdeg.vc,author,password,Tue Aug 07 1984 00:00:00 GMT+0400 (Eastern European Summer Time),Sat Aug 12 2051 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":22.761189810894457,""expenses"":74.11047272160214,""profit"":63.431589751388586}"
5e3606ef3a392d1560868924,Jacob,situs@uputa.tr,author,password,Mon May 15 2017 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Jan 22 2061 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":38.65255714837359,""expenses"":98.28943911228005,""profit"":94.26792429013962}"
5e3606ef3a392d1560868925,Polly,oto@camvo.hk,author,password,Sat May 19 2012 00:00:00 GMT+0300 (Eastern European Summer Time),Thu May 09 1940 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":83.12064548537595,""expenses"":17.078744312209615,""profit"":93.03998766440418}"
5e3606ef3a392d1560868926,Minnie,bema@bofukvom.bv,author,password,Sun Oct 01 2051 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Jan 20 2001 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":0.18609478810291957,""expenses"":28.217361323879466,""profit"":59.8372301790022}"
5e3606ef3a392d1560868927,Mario,unupoese@vitek.im,author,password,Wed Oct 24 2035 00:00:00 GMT+0300 (Eastern European Summer Time),Wed Dec 20 2023 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":3.160043817053171,""expenses"":73.20702991664503,""profit"":58.18033074870181}"
5e3606ef3a392d1560868928,Julia,sidagdip@lojke.ro,author,password,Mon Oct 10 2005 00:00:00 GMT+0300 (Eastern European Summer Time),Thu Feb 28 1901 00:00:00 GMT+0202 (Eastern European Standard Time),0,false,"{""sales"":92.42171121181049,""expenses"":86.51930702192973,""profit"":12.52972560267047}"
5e3606ef3a392d1560868929,Leila,diwow@fictifov.sd,author,password,Sun Nov 12 2056 00:00:00 GMT+0200 (Eastern European Standard Time),Thu Sep 22 1921 00:00:00 GMT+0202 (Eastern European Summer Time),0,false,"{""sales"":78.60558585550696,""expenses"":75.89658996243449,""profit"":16.52522667490828}"
5e3606ef3a392d156086892a,Kyle,epo@tez.sy,author,password,Wed Aug 31 1904 00:00:00 GMT+0202 (Eastern European Summer Time),Tue Dec 20 1927 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":41.89015756458985,""expenses"":75.51640878710273,""profit"":16.86740703275522}"
5e3606ef3a392d156086892b,Austin,ektew@bar.th,author,password,Tue Jan 20 2004 00:00:00 GMT+0200 (Eastern European Standard Time),Wed May 26 2038 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":94.10090935470872,""expenses"":8.351651587187426,""profit"":35.56584200373669}"
5e3606ef3a392d156086892c,Brandon,ejpu@kiemap.mz,author,password,Sat Jan 18 1986 00:00:00 GMT+0300 (Eastern European Standard Time),Thu Sep 23 1971 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":61.63847914432343,""expenses"":54.164123298832024,""profit"":1.8654598539338707}"
5e3606ef3a392d156086892d,Cynthia,ud@dug.th,author,password,Sat Oct 16 2027 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Aug 25 2007 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":64.63203264919717,""expenses"":96.05365316523351,""profit"":0.6684710327180321}"
5e3606ef3a392d156086892e,Luke,nop@owari.li,author,password,Fri Oct 22 2027 00:00:00 GMT+0300 (Eastern European Summer Time),Mon Jan 06 1992 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":96.26484000402516,""expenses"":68.42559962284749,""profit"":38.837050805500304}"
5e3606ef3a392d156086892f,Bettie,za@wawiktom.jm,author,password,Wed May 08 1907 00:00:00 GMT+0202 (Eastern European Summer Time),Thu Mar 26 2065 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":31.17352267186826,""expenses"":86.54733827938819,""profit"":86.69004173044885}"
5e3606ef3a392d1560868930,Alta,jeuz@dejga.ir,author,password,Tue Aug 27 1957 00:00:00 GMT+0300 (Eastern European Summer Time),Wed Feb 19 2053 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":86.38658572925475,""expenses"":56.71028390489734,""profit"":66.19986153677951}"
5e3606ef3a392d1560868931,Eugenia,hisofkaj@sisuzur.nu,author,password,Fri Apr 29 2067 00:00:00 GMT+0300 (Eastern European Summer Time),Fri May 07 2049 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":7.106899622085083,""expenses"":85.32014996272032,""profit"":92.14847248861209}"
5e3606ef3a392d1560868932,Gordon,gu@uhi.sc,author,password,Tue Mar 20 1956 00:00:00 GMT+0300 (Eastern European Standard Time),Wed Dec 29 2021 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":5.72452576733764,""expenses"":18.48168443024627,""profit"":54.69117656564811}"
5e3606ef3a392d1560868933,Lida,rurhedo@gilave.sk,author,password,Fri Mar 18 2050 00:00:00 GMT+0200 (Eastern European Standard Time),Thu Dec 28 2034 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":43.23021217231797,""expenses"":73.00482709406732,""profit"":31.752252966744578}"
5e3606ef3a392d1560868934,Cecilia,durow@uci.mg,author,password,Wed Jun 08 1949 00:00:00 GMT+0300 (Eastern European Summer Time),Fri Jul 01 1966 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":96.65055441094536,""expenses"":76.9185291342438,""profit"":21.930115444772458}"
5e3606ef3a392d1560868935,Lucille,jil@zizdu.us,author,password,Fri Dec 26 1975 00:00:00 GMT+0300 (Eastern European Standard Time),Fri Feb 16 2018 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":25.68996778470629,""expenses"":87.3453813057125,""profit"":55.77760714698326}"
5e3606ef3a392d1560868936,Sean,pehli@deih.gu,author,password,Fri May 26 1922 00:00:00 GMT+0202 (Eastern European Summer Time),Fri Jul 29 1955 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":62.50016614907614,""expenses"":0.27208088033088274,""profit"":91.75849475481954}"
5e3606ef3a392d1560868937,Adelaide,jawjat@go.ky,author,password,Sun May 20 2035 00:00:00 GMT+0300 (Eastern European Summer Time),Fri Mar 01 1991 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":41.31647927786044,""expenses"":37.67851424827895,""profit"":45.13980752737634}"
5e3606ef3a392d1560868938,Alta,bih@seven.mr,author,password,Thu Sep 09 1999 00:00:00 GMT+0300 (Eastern European Summer Time),Mon Dec 14 2009 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":44.59185167651327,""expenses"":93.98162295956358,""profit"":52.442025705580676}"
5e3606ef3a392d1560868939,Paul,urumut@hefocfu.bw,author,password,Tue Feb 26 2058 00:00:00 GMT+0200 (Eastern European Standard Time),Fri Jan 31 1969 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":42.880774459966496,""expenses"":90.98745558493644,""profit"":81.41403580695774}"
5e3606ef3a392d156086893a,Claudia,wotir@val.org,author,password,Mon Aug 05 1996 00:00:00 GMT+0300 (Eastern European Summer Time),Mon Jan 30 2040 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":23.986794260120693,""expenses"":54.86943562438067,""profit"":7.39648602914027}"
5e3606ef3a392d156086893b,Troy,wu@ek.jm,author,password,Fri Feb 02 2063 00:00:00 GMT+0200 (Eastern European Standard Time),Fri Mar 01 1929 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":89.18934924089739,""expenses"":46.56531395325034,""profit"":31.61617207089209}"
5e3606ef3a392d156086893c,Earl,tela@nebolku.gi,author,password,Sat Nov 21 2065 00:00:00 GMT+0200 (Eastern European Standard Time),Sat Jan 09 1909 00:00:00 GMT+0202 (Eastern European Standard Time),0,false,"{""sales"":69.85223020043425,""expenses"":84.03410234052797,""profit"":91.29525225628528}"
5e3606ef3a392d156086893d,Bess,ovgehe@tovvihu.st,author,password,Sat Sep 22 2063 00:00:00 GMT+0300 (Eastern European Summer Time),Fri Oct 08 2021 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":11.152160323115613,""expenses"":97.90052446978441,""profit"":33.91610933629594}"
5e3606ef3a392d156086893e,Ethel,vefzube@zijam.cr,author,password,Sun Mar 19 1911 00:00:00 GMT+0202 (Eastern European Standard Time),Thu Sep 25 2070 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":96.2649529587502,""expenses"":84.57533914374493,""profit"":10.174873160325614}"
5e3606ef3a392d156086893f,Henrietta,ka@ja.iq,author,password,Mon Jun 06 1932 00:00:00 GMT+0300 (Eastern European Summer Time),Sun May 21 1939 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":67.44278499507513,""expenses"":8.098083509344157,""profit"":46.9590552015936}"
5e3606ef3a392d1560868940,Glen,adibag@aszin.ky,author,password,Mon Feb 21 2011 00:00:00 GMT+0200 (Eastern European Standard Time),Tue May 05 1942 00:00:00 GMT+0200 (Eastern European Summer Time),0,false,"{""sales"":0.15491994439233991,""expenses"":23.21919554446219,""profit"":70.47269989027467}"
5e3606ef3a392d1560868941,Alex,sa@gum.hr,author,password,Sat Mar 11 1911 00:00:00 GMT+0202 (Eastern European Standard Time),Sun Mar 24 2030 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":53.58334847917276,""expenses"":24.315710567238714,""profit"":38.46361546716561}"
5e3606ef3a392d1560868942,Isaac,sipidemog@dewik.bm,author,password,Fri Sep 08 2034 00:00:00 GMT+0300 (Eastern European Summer Time),Thu Jan 30 1958 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":55.49013410645702,""expenses"":19.622444819108974,""profit"":26.972772072347272}"
5e3606ef3a392d1560868943,Henry,jugfus@beliul.sa,author,password,Wed Nov 02 2039 00:00:00 GMT+0200 (Eastern European Standard Time),Mon Mar 26 1928 00:00:00 GMT+0200 (Eastern European Summer Time),0,false,"{""sales"":92.75405005698371,""expenses"":30.347509555809115,""profit"":36.60785038097683}"
5e3606ef3a392d1560868944,Elva,hojgaiwu@ugi.la,author,password,Sat Dec 27 2070 00:00:00 GMT+0200 (Eastern European Standard Time),Fri Aug 26 1983 00:00:00 GMT+0400 (Eastern European Summer Time),0,false,"{""sales"":51.07178009094089,""expenses"":89.37063569275719,""profit"":13.074629983333018}"
5e3606ef3a392d1560868945,Connor,owcubcit@motmicdud.sa,author,password,Sat Dec 17 2033 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Jan 31 2062 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":8.517234818609953,""expenses"":40.9987085966788,""profit"":21.883355413338524}"
5e3606ef3a392d1560868946,Eugenia,sag@di.gd,author,password,Fri Jan 05 1900 00:00:00 GMT+0202 (Eastern European Standard Time),Wed Oct 06 2055 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":74.1079205699298,""expenses"":43.46905463972573,""profit"":55.25686889364969}"
5e3606ef3a392d1560868947,Micheal,rojev@zu.ar,author,password,Fri Aug 17 2029 00:00:00 GMT+0300 (Eastern European Summer Time),Mon Feb 19 2035 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":19.234200278995473,""expenses"":43.4775923170784,""profit"":15.879880631468989}"
5e3606ef3a392d1560868948,Ricardo,ledar@orokanjab.cy,author,password,Fri May 16 1969 00:00:00 GMT+0300 (Eastern European Summer Time),Tue Feb 10 1925 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":63.08270415714217,""expenses"":53.4822454827927,""profit"":4.715393795109302}"
5e3606ef3a392d1560868949,Fanny,raguidi@re.ph,author,password,Mon Sep 25 1944 00:00:00 GMT+0300 (Eastern European Summer Time),Fri May 15 2026 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":79.46014229072465,""expenses"":16.47930378973075,""profit"":92.8745577397088}"
5e3606ef3a392d156086894a,Gabriel,teev@wonej.za,author,password,Sat Mar 08 2036 00:00:00 GMT+0200 (Eastern European Standard Time),Sun Jan 04 1976 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":21.004540423214358,""expenses"":87.1143518330606,""profit"":89.73791341143706}"
5e3606ef3a392d156086894b,Warren,tahi@cop.za,author,password,Tue Feb 28 1995 00:00:00 GMT+0200 (Eastern European Standard Time),Wed Nov 20 1912 00:00:00 GMT+0202 (Eastern European Standard Time),0,false,"{""sales"":73.39531521654298,""expenses"":79.09768883171628,""profit"":1.8297065869070428}"
5e3606ef3a392d156086894c,Ina,ibi@ruhce.ar,author,password,Thu Apr 30 1981 00:00:00 GMT+0400 (Eastern European Summer Time),Tue Sep 08 2065 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":69.7456539967888,""expenses"":60.69571015812012,""profit"":43.98215438090205}"
5e3606ef3a392d156086894d,Catherine,lafamum@jokepsam.sd,author,password,Fri May 21 2021 00:00:00 GMT+0300 (Eastern European Summer Time),Tue Jun 11 2024 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":11.55496056521288,""expenses"":61.34112836727166,""profit"":9.537510640183132}"
5e3606ef3a392d156086894e,Kate,nifiz@tukmiwut.vu,author,password,Sat Sep 03 1994 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Dec 21 2047 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":80.95758625336993,""expenses"":18.018491318040255,""profit"":36.71449244516012}"
5e3606ef3a392d156086894f,Christian,se@wi.hn,author,password,Fri Mar 26 1999 00:00:00 GMT+0200 (Eastern European Standard Time),Sun Jun 07 1931 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":58.13343082062221,""expenses"":92.88492698236274,""profit"":37.5185013908679}"
5e3606ef3a392d1560868950,Verna,kokuce@cih.mv,author,password,Fri Oct 29 2004 00:00:00 GMT+0300 (Eastern European Summer Time),Thu Dec 12 1940 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":74.79755556430972,""expenses"":68.38543670345652,""profit"":39.768021776198225}"
5e3606ef3a392d1560868951,Delia,lukletna@ibi.io,author,password,Sun Oct 10 2010 00:00:00 GMT+0300 (Eastern European Summer Time),Fri Dec 25 1959 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":6.121342213866332,""expenses"":25.327748826589392,""profit"":89.51614885669075}"
5e3606ef3a392d1560868952,Cole,li@hagvuum.tt,author,password,Mon Jul 11 2016 00:00:00 GMT+0300 (Eastern European Summer Time),Wed Jun 27 1934 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":20.87591467760397,""expenses"":14.322276903322905,""profit"":20.617094902096067}"
5e3606ef3a392d1560868953,Mitchell,fugpam@bojon.gl,author,password,Wed Nov 15 2023 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Oct 14 1986 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":55.77897444418154,""expenses"":3.8960540765240914,""profit"":4.5245210573264805}"
5e3606ef3a392d1560868954,Raymond,zuzag@odilu.bj,author,password,Sat Jul 07 1945 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Feb 23 1918 00:00:00 GMT+0202 (Eastern European Standard Time),0,false,"{""sales"":79.79363437150275,""expenses"":19.201936527243223,""profit"":29.339742307112626}"
5e3606ef3a392d1560868955,Jeremy,imizo@ukaw.ie,author,password,Thu Jul 20 2017 00:00:00 GMT+0300 (Eastern European Summer Time),Sun Jun 26 2016 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":79.30011065355376,""expenses"":30.534646435978317,""profit"":88.11410204325279}"
5e3606ef3a392d1560868956,Iva,vitnod@adze.sv,author,password,Fri Sep 23 1932 00:00:00 GMT+0300 (Eastern European Summer Time),Thu Jul 09 2065 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":46.197120635297885,""expenses"":52.26180762929613,""profit"":81.17494878614893}"
5e3606ef3a392d1560868957,Lida,okfuhsor@behahpa.io,author,password,Sat Jan 04 1964 00:00:00 GMT+0300 (Eastern European Standard Time),Wed Oct 07 2037 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":33.921242037701994,""expenses"":31.70665312746477,""profit"":29.373625495960766}"
5e3606ef3a392d1560868958,Millie,gaiwmos@du.sc,author,password,Sun Oct 25 1959 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Jan 02 2016 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":65.1911594398888,""expenses"":67.53016929602948,""profit"":69.48830574433684}"
5e3606ef3a392d1560868959,Hannah,wovisfe@lez.za,author,password,Sun Apr 15 2018 00:00:00 GMT+0300 (Eastern European Summer Time),Thu Mar 04 1965 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":6.142849925889138,""expenses"":45.37704399204123,""profit"":50.64281239041804}"
5e3606ef3a392d156086895a,Matthew,uzela@fi.nr,author,password,Sun Dec 10 2017 00:00:00 GMT+0200 (Eastern European Standard Time),Wed Oct 31 1945 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":8.09510922565706,""expenses"":37.88574984655719,""profit"":21.20521469615213}"
5e3606ef3a392d156086895b,Kate,mumif@amuba.be,author,password,Wed Jun 14 2045 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Dec 09 2028 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":52.84637157316383,""expenses"":17.933394246223955,""profit"":78.51598422065942}"
5e3606ef3a392d156086895c,Catherine,eseas@la.nl,author,password,Sun Mar 31 2052 00:00:00 GMT+0200 (Eastern European Standard Time),Mon Feb 08 1954 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":94.77405945689613,""expenses"":53.484658859154436,""profit"":85.98928039511877}"
5e3606ef3a392d156086895d,Gene,aw@soriir.tz,author,password,Thu Aug 22 1935 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Dec 22 2035 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":29.353240358753,""expenses"":1.129827656808624,""profit"":20.709747139195866}"
